band,decl,decl_err,eta_int,extract_type,f_datapoints,f_int,f_int_err,freq_eff,ra,ra_err,runcatid,tau_time,taustart_ts,v_int,xtrsrc
24,27.225296262,0.112459506888,0.604149970455,0,3582,22.0699465851,6.47217903431,58300780.0,197.981108053,0.114560092913,198,1.0,2017-02-25 02:52:21,59.8434654852,873921
24,27.3022232757,0.101761157614,0.60423159962,0,3583,25.785850082,6.84593747832,58300780.0,198.028173124,0.103790975214,198,1.0,2017-02-25 02:52:22,59.8518159099,874118
23,27.2211989413,0.0905948983973,0.85270623851,0,3537,24.1951889548,5.71517492742,61816408.0,197.804665303,0.0922977968416,198,1.0,2017-02-25 02:52:22,0.402687580796,874157
23,27.2518538715,0.0963265522446,0.853187592989,0,3538,23.9369784481,6.01409778297,61816408.0,197.779872132,0.0981940414184,198,1.0,2017-02-25 02:52:23,0.40272087831,874352
24,27.2487776013,0.123181431971,0.604112250017,0,3584,22.3182485216,7.17085881336,58300780.0,198.029057505,0.12553072452,198,1.0,2017-02-25 02:52:23,59.8601654848,874312
24,27.3119223503,0.1158374552,0.603955939062,0,3585,20.6106969601,6.23093828638,58300780.0,197.923656053,0.118189724339,198,1.0,2017-02-25 02:52:24,59.8685140499,874463
23,27.2902674972,0.113430592643,0.853331421122,0,3539,21.8851074118,6.4772502764,61816408.0,197.951540554,0.115685692105,198,1.0,2017-02-25 02:52:24,0.402707224737,874503
23,27.2254094254,0.0946488869772,0.853890119381,0,3540,24.5020373883,6.04715365557,61816408.0,197.826301941,0.09643457483,198,1.0,2017-02-25 02:52:25,0.402755734105,874683
24,27.2697083425,0.112915210445,0.60391139245,0,3586,24.022330565,7.07606305674,58300780.0,197.981968302,0.115115078852,198,1.0,2017-02-25 02:52:25,59.8768611386,874643
23,27.2704797071,0.0891713028865,0.85457737573,0,3541,24.7797334068,5.76324317209,61816408.0,197.880384085,0.0909174063654,198,1.0,2017-02-25 02:52:26,0.402812047649,874831
24,27.3050845016,0.123414449551,0.603761278596,0,3587,21.0426214938,6.77760329531,58300780.0,197.94552643,0.12590637469,198,1.0,2017-02-25 02:52:26,59.8852073346,874792
24,27.2044524266,0.112630702381,0.603652731067,0,3588,22.3456921761,6.56201106389,58300780.0,197.982771301,0.114696797287,198,1.0,2017-02-25 02:52:27,59.8935522475,874966
23,27.3346242442,0.107320979955,0.854966903703,0,3542,24.6595294828,6.90839293867,61816408.0,197.812241307,0.109558647254,198,1.0,2017-02-25 02:52:27,0.402864651345,875008
24,27.2915418849,0.104206346121,0.603667943564,0,3589,24.7724804097,6.73497150577,58300780.0,197.976725021,0.10627658687,198,1.0,2017-02-25 02:52:28,59.9018957752,875162
23,27.3470250651,0.0878990826258,0.855810120705,0,3543,26.0490080286,5.97549485184,61816408.0,197.936127319,0.0897329936159,198,1.0,2017-02-25 02:52:28,0.402960442629,875206
23,27.2967009153,0.0936442687796,0.856513262014,0,3544,25.9328116404,6.33649811841,61816408.0,197.769357552,0.0955377453454,198,1.0,2017-02-25 02:52:29,0.403052021679,875379
24,27.2923821539,0.0983561110801,0.603766959211,0,3590,25.7904302106,6.61765987468,58300780.0,197.983420057,0.100309853778,198,1.0,2017-02-25 02:52:29,59.9102380467,875341
24,27.285750092,0.0963410038989,0.603917510667,0,3591,26.4117710171,6.63775260634,58300780.0,197.979414602,0.0982440921732,198,1.0,2017-02-25 02:52:30,59.9185790987,875532
23,27.2202974,0.09688962814,0.857133093033,0,3545,25.6786076108,6.48724155878,61816408.0,197.887494475,0.098704063414,198,1.0,2017-02-25 02:52:30,0.40313496773,875573
24,27.2978607604,0.101444535666,0.603950990183,0,3592,24.9272594905,6.59755354758,58300780.0,197.994207433,0.103469833467,198,1.0,2017-02-25 02:52:31,59.9269191239,875725
23,27.2443357907,0.0934412506932,0.85782593737,0,3546,25.7813302802,6.28224170766,61816408.0,197.91487661,0.0952270129155,198,1.0,2017-02-25 02:52:31,0.403220949688,875771
24,27.3084028432,0.104623380152,0.603962690857,0,3593,24.7435110496,6.75502159347,58300780.0,197.99138861,0.106733385019,198,1.0,2017-02-25 02:52:32,59.9352580042,875914
23,27.2758779498,0.0993093639496,0.858325351102,0,3547,24.7419878698,6.41010119179,61816408.0,197.866424347,0.101270741726,198,1.0,2017-02-25 02:52:32,0.403274701584,875954
23,27.2603553445,0.0993166735452,0.858836677933,0,3548,24.8936783712,6.44916518149,61816408.0,197.847827256,0.101254147431,198,1.0,2017-02-25 02:52:33,0.403332662249,876153
24,27.2689404479,0.106090622984,0.603895274262,0,3594,23.1723806077,6.41277744762,58300780.0,197.996934941,0.108156726757,198,1.0,2017-02-25 02:52:33,59.9435958667,876111
23,27.3053556089,0.101455343588,0.859299236542,0,3549,24.6882634524,6.53576259477,61816408.0,197.94663591,0.103502432436,198,1.0,2017-02-25 02:52:34,0.403384443269,876351
24,27.3182033448,0.0922179190516,0.604115125099,0,3595,26.9824891543,6.49240700762,58300780.0,197.992846987,0.0940919079306,198,1.0,2017-02-25 02:52:34,59.9519322203,876313
24,27.2619682397,0.105713226101,0.604117518499,0,3596,24.6359549708,6.79312368583,58300780.0,198.006360808,0.107758760089,198,1.0,2017-02-25 02:52:35,59.9602676279,876508
23,27.267419297,0.0993527714841,0.859812372329,0,3550,24.9387273723,6.46334801141,61816408.0,197.894268033,0.101298171085,198,1.0,2017-02-25 02:52:35,0.403443293,876550
24,27.296021774,0.106136868743,0.604030073584,0,3597,22.7033902891,6.28711975371,58300780.0,198.017765873,0.108253323394,198,1.0,2017-02-25 02:52:36,59.9686020523,876725
23,27.2708148625,0.111823568591,0.860075308619,0,3551,23.5668159326,6.87579738058,61816408.0,197.862476229,0.114028971601,198,1.0,2017-02-25 02:52:36,0.403464799551,876766
23,27.2984757882,0.0958856256409,0.860627674598,0,3552,24.7726961789,6.19793518013,61816408.0,197.847259379,0.0978220480058,198,1.0,2017-02-25 02:52:37,0.403518418466,876975
24,27.2819384361,0.103247990443,0.604074020881,0,3598,25.2606111403,6.8040240495,58300780.0,197.993827369,0.105284346536,198,1.0,2017-02-25 02:52:37,59.9769350837,876938
23,27.2939224231,0.0964406542616,0.861257721384,0,3553,25.786269391,6.48856249082,61816408.0,197.868645451,0.0983784069627,198,1.0,2017-02-25 02:52:38,0.403602790373,877163
24,27.2587304839,0.114224352191,0.60400366447,0,3599,23.4635888633,6.99138930937,58300780.0,197.98267934,0.116436335262,198,1.0,2017-02-25 02:52:38,59.9852671205,877123
24,27.2361305899,0.0930422508919,0.604068952578,0,3600,24.8438559109,6.02720489448,58300780.0,198.003116543,0.0948000583273,198,1.0,2017-02-25 02:52:39,59.9935978727,877315
23,27.3132977692,0.101118971767,0.861821576149,0,3554,25.9626110442,6.85085662261,61816408.0,197.953185142,0.103175307528,198,1.0,2017-02-25 02:52:39,0.403692608608,877356
23,27.2325551432,0.0979438811985,0.862335874907,0,3555,24.7277658267,6.3156307059,61816408.0,197.948793976,0.0997968571862,198,1.0,2017-02-25 02:52:40,0.40374422515,877550
24,27.3470031464,0.0980063152052,0.604113170489,0,3601,24.8862799546,6.36589178531,58300780.0,198.022605945,0.10004826151,198,1.0,2017-02-25 02:52:40,60.0019274631,877511
24,27.2884106269,0.109362419115,0.603976587351,0,3602,21.3687637181,6.0969997051,58346356.0,198.071718158,0.111524706217,198,1.0,2017-02-25 02:52:41,60.0102562177,877699
23,27.2520968201,0.094762155694,0.862689762153,0,3556,22.4535452126,5.54934010823,61816408.0,197.920047843,0.0965910832305,198,1.0,2017-02-25 02:52:41,0.403739742582,877740
24,27.316604822,0.0956114622826,0.60407090922,0,3603,25.5095714923,6.36433391261,58300780.0,197.982432791,0.0975580225989,198,1.0,2017-02-25 02:52:42,60.0185834368,877886
23,27.3199184534,0.102151670197,0.862936216964,0,3557,22.1703369246,5.91090313199,61816408.0,197.858106161,0.104256124391,198,1.0,2017-02-25 02:52:42,0.403729486237,877929
24,27.2422970077,0.106166900403,0.603959777099,0,3604,22.0883315929,6.11626292356,58346356.0,197.954925317,0.108196726553,198,1.0,2017-02-25 02:52:43,60.0269098123,878080
23,27.2646855116,0.103838028413,0.8632358184,0,3558,23.048257133,6.24341991372,61816408.0,197.897324087,0.105871717453,198,1.0,2017-02-25 02:52:43,0.403737729067,878124
23,27.2795856443,0.104261432173,0.863579902572,0,3559,23.6912451644,6.44454147819,61816408.0,197.912225749,0.106329352489,198,1.0,2017-02-25 02:52:44,0.403761138381,878319
24,27.3876256134,0.104036317324,0.603874476662,0,3605,22.6846837841,6.16228059974,58346356.0,198.040595518,0.106279768012,198,1.0,2017-02-25 02:52:44,60.0352349774,878279
23,27.3499834512,0.0882071305404,0.864311847887,0,3560,25.179151344,5.79689183178,61816408.0,197.908587225,0.0900639196044,198,1.0,2017-02-25 02:52:45,0.403825165675,878542
24,27.2645420923,0.112070099889,0.603787729666,0,3606,22.9503289193,6.7096434577,58300780.0,198.01702029,0.11425038825,198,1.0,2017-02-25 02:52:45,60.0435589627,878496
23,27.2343237683,0.111200238357,0.864595890811,0,3561,23.8640811007,6.9211026969,61816408.0,197.973704134,0.113311320028,198,1.0,2017-02-25 02:52:46,0.403852596306,878714
24,27.3164777325,0.0936233143195,0.603923971569,0,3607,25.9702233745,6.34424945022,58300780.0,198.017786303,0.0955264737007,198,1.0,2017-02-25 02:52:46,60.0518815167,878671
23,27.2928773119,0.120656439796,0.864655024752,0,3562,21.3630607772,6.72724126319,61816408.0,197.863325783,0.123093591319,198,1.0,2017-02-25 02:52:47,0.403827254254,878919
24,27.2929084952,0.114500557555,0.603829456943,0,3608,22.8306147206,6.82096578373,58300780.0,198.061578044,0.116780576331,198,1.0,2017-02-25 02:52:47,60.0602032034,878877
24,27.4181470093,0.115502926564,0.603701704296,0,3609,21.8221489131,6.58411870413,58300780.0,198.001717885,0.118068144422,198,1.0,2017-02-25 02:52:48,60.0685238285,879084
23,27.2891536806,0.0904726967793,0.865457029803,0,3563,26.419275892,6.23572157854,61816408.0,197.906928288,0.0922823329547,198,1.0,2017-02-25 02:52:48,0.403930428591,879128
23,27.2896692112,0.0986896881312,0.866025520785,0,3564,25.6022271966,6.59254400408,61816408.0,197.897366255,0.100668101203,198,1.0,2017-02-25 02:52:49,0.404006560156,879322
24,27.3679588475,0.112044920196,0.603572792439,0,3610,21.6956409814,6.3471734288,58300780.0,197.991346817,0.114435220712,198,1.0,2017-02-25 02:52:49,60.0768433116,879279
24,27.397088767,0.122301624696,0.603408578293,0,3611,19.9968008834,6.38725815622,58346356.0,198.098778439,0.124960432889,198,1.0,2017-02-25 02:52:50,60.0851617972,879480
23,27.3624480523,0.0950506064462,0.866488780829,0,3565,23.7439969121,5.89224618396,61816408.0,197.845575963,0.0970844859925,198,1.0,2017-02-25 02:52:50,0.404030337591,879521
24,27.2607642412,0.153545890318,0.603291452072,1,3612,16.5216015385,6.62032425822,58300780.0,197.933050485,0.1565666715,198,1.0,2017-02-25 02:52:51,60.0934794487,879764
23,27.1760810604,0.108934400444,0.866717771987,0,3566,22.7961344711,6.47364878612,61816408.0,197.938876169,0.110898484913,198,1.0,2017-02-25 02:52:51,0.404032009432,879707
24,27.3885326238,0.0873791890818,0.60336316098,0,3613,24.531080205,5.59607647131,58300780.0,198.005120628,0.0892698851299,198,1.0,2017-02-25 02:52:52,60.1017952145,879850
23,27.2075030123,0.103188420989,0.867039716028,0,3567,23.2994288489,6.26940063069,61816408.0,197.847700223,0.105117799281,198,1.0,2017-02-25 02:52:52,0.404044866533,879889
23,27.2607939895,0.122726071888,0.867026388461,1,3568,20.2814273993,6.49427480964,61816408.0,197.933077457,0.125129047804,198,1.0,2017-02-25 02:52:53,0.404003129888,880138
24,27.339932463,0.125631843699,0.603214159988,0,3614,21.1003479208,6.92057732326,58300780.0,198.040358376,0.12824970768,198,1.0,2017-02-25 02:52:53,60.110110143,880005
24,27.2881442346,0.11069113497,0.603110791254,0,3615,22.4422678382,6.48162180589,58300780.0,198.047903813,0.112891182155,198,1.0,2017-02-25 02:52:54,60.1184237974,880170
23,27.2907457334,0.110978276633,0.867170834878,0,3569,21.8411310363,6.32528492962,61816408.0,197.916271201,0.113208997813,198,1.0,2017-02-25 02:52:54,0.403985628601,880209
23,27.2608390495,0.12350695522,0.867200260945,1,3570,21.1148439255,6.80426072178,61816408.0,197.933120461,0.125927034812,198,1.0,2017-02-25 02:52:55,0.403955769635,880437
24,27.3775723939,0.108481870846,0.60296381878,0,3616,20.925217074,5.92745141591,58346356.0,198.002585318,0.110815514932,198,1.0,2017-02-25 02:52:55,60.1267364402,880325
24,27.3284382932,0.123244368292,0.602806383906,0,3617,20.5505761716,6.6113933324,58300780.0,198.054293086,0.125786366401,198,1.0,2017-02-25 02:52:56,60.1350479671,880465
23,27.3565635275,0.0998937188,0.867594213319,0,3571,23.7477212862,6.19413529587,61816408.0,197.763882282,0.102036775034,198,1.0,2017-02-25 02:52:56,0.403979081228,880511
24,27.3867719797,0.115678878556,0.602650945535,0,3618,20.5907002279,6.22021632995,58300780.0,198.073161179,0.118178816234,198,1.0,2017-02-25 02:52:57,60.1433583408,880601
23,27.3429424603,0.106816628858,0.867795457015,0,3572,22.2122393628,6.19472101307,61816408.0,197.802503942,0.109079306791,198,1.0,2017-02-25 02:52:57,0.40396839348,880644
24,27.2609335383,0.15385571569,0.602587830587,1,3619,15.5237383023,6.23321450705,58346356.0,197.933089913,0.156889397105,198,1.0,2017-02-25 02:52:58,60.1516680297,880813
23,27.2968326187,0.0984905048314,0.868176213482,0,3573,23.3817001019,6.00902744702,61816408.0,197.922609829,0.100479001476,198,1.0,2017-02-25 02:52:58,0.403982683604,880780
24,27.3558460496,0.124079981705,0.602421351002,0,3620,19.2748038248,6.24507420419,58300780.0,197.963718536,0.126716790595,198,1.0,2017-02-25 02:52:59,60.1599762262,880863
23,27.3180448091,0.10285461669,0.868550166326,0,3574,23.9674121109,6.43384324947,61816408.0,197.947521391,0.104967818952,198,1.0,2017-02-25 02:52:59,0.404011143071,880906
24,27.2609805767,0.16121141243,0.602375629278,1,3621,15.1286888274,6.36535474548,58300780.0,197.933096916,0.164396443507,198,1.0,2017-02-25 02:53:00,60.1682836547,881079
23,27.3095489684,0.114554104025,0.868594115985,0,3575,20.6786958062,6.18276586327,61816408.0,197.946025093,0.116895108552,198,1.0,2017-02-25 02:53:00,0.403974549435,881047
23,27.362895103,0.0999618667505,0.869046064691,0,3576,24.4962019343,6.39324359454,61816408.0,197.922867019,0.102098460866,198,1.0,2017-02-25 02:53:01,0.404016680405,881174
24,27.2609919784,0.17018548847,0.602362307263,1,3622,14.5303522881,6.45429932073,58300780.0,197.933099951,0.173554495153,198,1.0,2017-02-25 02:53:01,60.1765899904,881211
23,27.2753189555,0.0997179743657,0.869544002384,0,3577,25.0136572919,6.50682335565,61816408.0,198.047768815,0.101679088675,198,1.0,2017-02-25 02:53:02,0.404073115632,881340
24,27.3156043201,0.124503416337,0.602209056282,0,3623,20.8047584571,6.76111976632,58300780.0,198.041035689,0.127050187234,198,1.0,2017-02-25 02:53:02,60.1848946035,881296
24,27.3808661635,0.11611932695,0.602054646142,0,3624,20.6287217325,6.25550026128,58300780.0,198.03576062,0.11862662965,198,1.0,2017-02-25 02:53:03,60.1931980859,881468
23,27.3335979922,0.116018505365,0.869538051881,0,3578,20.0048432946,6.05939153353,61816408.0,197.89957704,0.118448495095,198,1.0,2017-02-25 02:53:03,0.404027670923,881513
23,27.3136941354,0.0921050863163,0.870220923242,0,3579,25.6456491658,6.16398503511,61816408.0,197.934499666,0.0939924596512,198,1.0,2017-02-25 02:53:04,0.404102723128,881685
24,27.290347918,0.128309634127,0.601891951774,0,3625,18.6385769459,6.24089523414,58346356.0,198.102119231,0.130869687484,198,1.0,2017-02-25 02:53:04,60.2015006046,881636
24,27.261107131,0.153133217914,0.601810348017,1,3626,15.8335115414,6.32789342813,58346356.0,197.933201623,0.156158876923,198,1.0,2017-02-25 02:53:05,60.2098022349,881925
23,27.3468545783,0.109574994869,0.870396679664,0,3580,22.2077068758,6.35287613612,61816408.0,197.990075321,0.111881260732,198,1.0,2017-02-25 02:53:05,0.40409129886,881870
24,27.3747967795,0.108112825612,0.601665825808,0,3627,20.9863083836,5.92426903617,58300780.0,198.068021791,0.110430332273,198,1.0,2017-02-25 02:53:06,60.218102247,882012
23,27.3589977446,0.101568068695,0.870727166673,0,3581,23.276881727,6.1727505057,61816408.0,197.907605312,0.103737477943,198,1.0,2017-02-25 02:53:06,0.40410229639,882058
24,27.2611881266,0.180095277127,0.601784089784,1,3628,13.0876208301,6.1524587311,58346356.0,197.933244029,0.183674000258,198,1.0,2017-02-25 02:53:07,60.2264018392,882336
23,27.3125224145,0.116021182933,0.870844260025,0,3582,21.9999499392,6.66193698765,61816408.0,198.036434918,0.118389123648,198,1.0,2017-02-25 02:53:07,0.404086824763,882271
23,27.3465468402,0.103090573126,0.871238868456,0,3583,24.3329698941,6.54858503358,61816408.0,197.979240737,0.105261321158,198,1.0,2017-02-25 02:53:08,0.404123615365,882491
24,27.2611998478,0.175018793535,0.601768883736,1,3629,14.451120287,6.60178243327,58346356.0,197.93326759,0.178494327638,198,1.0,2017-02-25 02:53:08,60.234700162,882550
24,27.2612245117,0.146725320769,0.601691009189,1,3630,15.8928842075,6.08568187405,58346356.0,197.933280876,0.149624687599,198,1.0,2017-02-25 02:53:09,60.2429972087,882762
23,27.2965070134,0.0987994883044,0.871810656752,0,3584,25.8071656749,6.6533563726,61816408.0,197.939975849,0.100797644497,198,1.0,2017-02-25 02:53:09,0.404202778087,882699
23,27.3355735118,0.102492640329,0.872125202224,0,3585,23.2285379042,6.21539537853,61816408.0,197.829604405,0.104653205588,198,1.0,2017-02-25 02:53:10,0.404212195879,882916
24,27.3699641118,0.124473642424,0.601550515355,0,3631,17.5979966926,5.72021453417,58398436.0,198.078418941,0.127138401352,198,1.0,2017-02-25 02:53:10,60.2512929554,882871
23,27.2813718547,0.0901433069756,0.872804663695,0,3586,25.2394246227,5.9358717799,61816408.0,197.869529819,0.0919506005905,198,1.0,2017-02-25 02:53:11,0.40427369465,883143
24,27.2973315977,0.110052941732,0.60138525605,0,3632,19.5469066004,5.61355315491,58346356.0,198.060609451,0.112266630673,198,1.0,2017-02-25 02:53:11,60.2595873801,883094
23,27.3719289049,0.0936078740482,0.873287058728,0,3587,23.8511769994,5.82961250517,61816408.0,197.890864437,0.0956323638674,198,1.0,2017-02-25 02:53:12,0.404297527372,883346
24,27.2612955478,0.156064969636,0.601280493125,1,3633,16.2237783031,6.60831143896,58346356.0,197.933289713,0.159157034159,198,1.0,2017-02-25 02:53:12,60.2678809676,883412
24,27.2613342197,0.158669532604,0.601249499662,1,3634,14.9892285539,6.20747214998,58346356.0,197.933274883,0.161815738973,198,1.0,2017-02-25 02:53:13,60.2761735265,883614
23,27.3321283989,0.101362353018,0.873469491277,0,3588,21.4718355825,5.68197713774,61816408.0,197.799045344,0.103498786443,198,1.0,2017-02-25 02:53:13,0.404272305697,883549
24,27.261355297,0.164559888539,0.601196708112,1,3635,15.1608636854,6.5118924442,58300780.0,197.93323492,0.167827484313,198,1.0,2017-02-25 02:53:14,60.2844649282,883817
23,27.4297119842,0.120933534448,0.873452000331,0,3589,20.1983458899,6.38331042715,61816408.0,197.83005626,0.123692707681,198,1.0,2017-02-25 02:53:14,0.404228763585,883764
23,27.2320279991,0.125063406656,0.873390855331,0,3590,19.6322342076,6.40530002246,61816408.0,197.922543332,0.127467497068,198,1.0,2017-02-25 02:53:15,0.404178860158,883970
24,27.3084861601,0.123740873924,0.601035102971,0,3636,18.6213095723,6.01427862176,58346356.0,198.05972766,0.126262259791,198,1.0,2017-02-25 02:53:15,60.292754871,883929
23,27.3420084634,0.106459737081,0.873499995627,0,3591,21.0282839322,5.8448610182,61816408.0,197.883674097,0.108712814374,198,1.0,2017-02-25 02:53:16,0.404146606236,884181
24,27.3702014608,0.121904982524,0.600869811411,0,3637,19.363216094,6.16397849321,58300780.0,198.106340966,0.124513829024,198,1.0,2017-02-25 02:53:16,60.3010436049,884139
24,27.2795465892,0.108623695678,0.600760727115,0,3638,22.165299191,6.28177614469,58300780.0,198.091927429,0.110773298149,198,1.0,2017-02-25 02:53:17,60.3093309412,884338
23,27.2805886513,0.0991415833989,0.873743327703,0,3592,21.9683945023,5.68311497345,61816408.0,197.867263919,0.101133555923,198,1.0,2017-02-25 02:53:17,0.404129914084,884378
24,27.3554927829,0.129240834195,0.600598125202,0,3639,19.9747140901,6.7411148109,58300780.0,198.071845024,0.131983710427,198,1.0,2017-02-25 02:53:18,60.3176173391,884530
23,27.3703382103,0.0960482027931,0.874013689561,0,3593,21.9297299222,5.50046901392,61816408.0,197.790485837,0.0981401390861,198,1.0,2017-02-25 02:53:18,0.404112476673,884571
24,27.2615022143,0.163268268742,0.600607875684,1,3640,14.4244419933,6.14703606811,58300780.0,197.933257688,0.166514602154,198,1.0,2017-02-25 02:53:19,60.325903108,884845
23,27.3385534972,0.110722910397,0.874127694498,0,3594,21.5037714837,6.21627923191,61816408.0,197.928227861,0.113055858804,198,1.0,2017-02-25 02:53:19,0.404087635469,884773
24,27.2615214084,0.158556263295,0.600534105777,1,3641,15.604394725,6.45779968701,58300780.0,197.933256435,0.161707138578,198,1.0,2017-02-25 02:53:20,60.3341876298,885023
23,27.3589808101,0.111778931345,0.874201101292,0,3595,21.0031443036,6.13115983651,61816408.0,197.8324912,0.114190292555,198,1.0,2017-02-25 02:53:20,0.404054905049,884959
24,27.261545197,0.165658707259,0.600611784163,1,3642,13.7403630939,5.9413784175,58346356.0,197.933231839,0.168956097675,198,1.0,2017-02-25 02:53:21,60.3424711848,885219
23,27.3365247249,0.11984902548,0.874063038489,0,3596,17.9095247916,5.60478382752,61816408.0,197.856908719,0.122386531511,198,1.0,2017-02-25 02:53:21,0.403992400446,885162
23,27.3373270744,0.107599080777,0.874212075963,0,3597,21.706485704,6.09774394339,61816408.0,197.913713471,0.109867005028,198,1.0,2017-02-25 02:53:22,0.403970936515,885313
24,27.3617016111,0.129561062568,0.600454121653,0,3643,18.3165150395,6.19712094381,58300780.0,198.095025642,0.132323933249,198,1.0,2017-02-25 02:53:22,60.3507531812,885274
24,27.2615993001,0.164578676559,0.600606608836,1,3644,13.2175575701,5.67806450161,58346356.0,197.933239939,0.167855985984,198,1.0,2017-02-25 02:53:23,60.3590345094,885551
23,27.3307746264,0.105210234638,0.874290247338,0,3598,20.5289794683,5.63884777088,61816408.0,197.847098653,0.107425401494,198,1.0,2017-02-25 02:53:23,0.403931531459,885495
24,27.2616183474,0.211316889208,0.600822468962,1,3645,11.7106233818,6.46103453471,58300780.0,197.93321622,0.215563907349,198,1.0,2017-02-25 02:53:24,60.3673148395,885699
23,27.3063221464,0.116834017244,0.874304112541,0,3599,20.4708998072,6.24260969625,61816408.0,198.0129813,0.119221206849,198,1.0,2017-02-25 02:53:24,0.40389135955,885652
24,27.2616283415,0.220998318231,0.601124259363,1,3646,11.0230196572,6.3606306693,58346356.0,197.933234053,0.225449598914,198,1.0,2017-02-25 02:53:25,60.3755940967,885858
23,27.3256354444,0.0936809526042,0.874727450951,0,3600,23.2915367424,5.69558182338,61816408.0,197.847509511,0.0956434177035,198,1.0,2017-02-25 02:53:25,0.403901259076,885805
24,27.3709075869,0.132114334787,0.600971859969,0,3647,17.9930815038,6.20855714069,58300780.0,198.060516271,0.134963440636,198,2.0,2017-02-25 02:53:26,60.3838715767,885922
23,27.3743236162,0.124466056038,0.874650212824,0,3601,19.3277390657,6.28373854419,61816408.0,197.900610099,0.127182099961,198,2.0,2017-02-25 02:53:26,0.403848400601,885963
24,27.2616917881,0.179203931054,0.601054770515,1,3648,13.3709922979,6.25504673349,58346356.0,197.933220123,0.182786779619,198,1.0,2017-02-25 02:53:28,60.3921483467,886182
23,27.3190675758,0.0920195587816,0.875100823787,0,3602,23.3306179576,5.6031706408,61816408.0,197.922224121,0.0939277387651,198,1.0,2017-02-25 02:53:28,0.403859060217,886129
24,27.2617124341,0.190016781285,0.601128821937,1,3649,13.2018398186,6.54897451399,58346356.0,197.933216166,0.193824821546,198,1.0,2017-02-25 02:53:29,60.4004239974,886343
23,27.2981246509,0.123067608588,0.875004197702,0,3603,18.8815519945,6.06548140316,61816408.0,197.95475414,0.125579522362,198,1.0,2017-02-25 02:53:29,0.403802466472,886306
24,27.261719755,0.193293382317,0.601291958798,1,3650,12.4440844553,6.27966039416,58300780.0,197.933220497,0.197170673742,198,1.0,2017-02-25 02:53:30,60.4086985834,886510
23,27.3305740635,0.111549154381,0.87504286938,0,3604,20.4893472441,5.96711178351,61816408.0,197.928381251,0.113890584117,198,1.0,2017-02-25 02:53:30,0.403762468897,886474
24,27.2617365978,0.181055397338,0.601384529035,1,3651,13.2444488862,6.26000286226,58300780.0,197.933219313,0.184679856677,198,1.0,2017-02-25 02:53:31,60.4169719619,886679
23,27.3165172041,0.112230793203,0.87508716328,0,3605,20.6292685497,6.04400008609,61816408.0,197.914476277,0.114561793124,198,1.0,2017-02-25 02:53:31,0.403724319283,886632
24,27.2617498307,0.182900810524,0.60145282981,1,3652,13.4055987001,6.40084340922,58346356.0,197.933214785,0.186564610306,198,1.0,2017-02-25 02:53:32,60.4252441921,886845
23,27.2908061343,0.109256591416,0.875224341854,0,3606,21.7377790267,6.19885379995,61816408.0,197.852830125,0.111485524948,198,1.0,2017-02-25 02:53:32,0.403703148237,886805
23,27.3070568568,0.119006859027,0.875212852949,0,3607,20.2208179861,6.28157292499,61816408.0,197.98063509,0.121451605439,198,1.0,2017-02-25 02:53:33,0.403659758616,886960
24,27.2617572316,0.19437129483,0.601671274517,1,3653,12.0653656766,6.12261023656,58346356.0,197.933194311,0.198274568033,198,1.0,2017-02-25 02:53:33,60.4335154128,887010
23,27.317961967,0.0992993999205,0.875542984542,0,3608,23.0888585935,5.98451459417,61816408.0,197.910635675,0.101363251695,198,1.0,2017-02-25 02:53:34,0.403664778637,887138
24,27.2617669636,0.194301935831,0.60182326101,1,3654,12.4906717891,6.33619462819,58346356.0,197.933204503,0.198204935332,198,1.0,2017-02-25 02:53:34,60.4417854617,887196
23,27.2845227947,0.101061483034,0.875699183549,0,3609,21.1962770334,5.59084775112,61816408.0,197.755200185,0.103125703904,198,1.0,2017-02-25 02:53:35,0.403634707692,887320
24,27.2617842931,0.246459484701,0.60231115528,1,3655,9.68141895471,6.23110119886,58346356.0,197.933197543,0.251462010586,198,1.0,2017-02-25 02:53:35,60.4500546375,887375
24,27.2617910506,0.178279165235,0.602399814191,1,3656,13.330244673,6.20397388573,58346356.0,197.933144645,0.18185159575,198,1.0,2017-02-25 02:53:36,60.4583223455,887525
23,27.3435648684,0.108354404468,0.875743592738,0,3610,20.3519789193,5.75796032735,61816408.0,197.923947234,0.110657099494,198,1.0,2017-02-25 02:53:36,0.403592886963,887467
24,27.2618122113,0.17533417088,0.6025184107,1,3657,13.1659884608,6.02623219222,58346356.0,197.933142265,0.178846736958,198,1.0,2017-02-25 02:53:37,60.4665889375,887677
23,27.2933127319,0.109257924196,0.875885080294,0,3611,21.8206251877,6.22278694504,61816408.0,197.856816235,0.111494334885,198,1.0,2017-02-25 02:53:37,0.403572988182,887627
23,27.2774206422,0.101396357639,0.876114873358,0,3612,22.1494980094,5.86065140683,61816408.0,197.884617698,0.103438014986,198,1.0,2017-02-25 02:53:38,0.4035589442,887787
24,27.2618202223,0.209388933925,0.602650370482,1,3658,12.2956184484,6.7221897665,58300780.0,197.933122855,0.213612362212,198,1.0,2017-02-25 02:53:38,60.4748544791,887835
23,27.3449352132,0.1040466963,0.876277291704,0,3613,21.5921151764,5.86586331838,61816408.0,197.917055656,0.106262011109,198,1.0,2017-02-25 02:53:39,0.40353508314,887946
