band,decl,decl_err,eta_int,extract_type,f_datapoints,f_int,f_int_err,freq_eff,ra,ra_err,runcatid,tau_time,taustart_ts,v_int,xtrsrc
23,27.2656563113,0.190968849105,0.529726763904,1,1001,11.7475896759,5.86693837994,61816408.0,197.902008906,0.195313164608,198,1.0,2017-02-25 01:47:12,0.253568940134,169174
24,27.3585771702,0.0908596147128,0.31752368819,0,999,21.1363412762,5.02216313345,58342636.0,197.884515632,0.09303719328,198,1.0,2017-02-25 01:47:12,0.182361621363,169017
24,27.3488794722,0.0942270423574,0.317248360571,0,1000,19.6083486358,4.83186190679,58342636.0,197.934735681,0.0964774592267,198,1.0,2017-02-25 01:47:13,0.18228818357,169197
23,27.2812593053,0.111553795337,0.529416347066,0,1002,18.862575541,5.49995538325,61816408.0,197.810534782,0.11406747499,198,1.0,2017-02-25 01:47:13,0.253445759557,169238
24,27.2576784171,0.108416868481,0.317080509272,0,1001,18.567913576,5.26151203159,58342636.0,197.970795367,0.110842612722,198,1.0,2017-02-25 01:47:14,0.182245733952,169381
23,27.2945994245,0.0984027822141,0.529616221073,0,1003,20.8802824286,5.37062438199,61816408.0,197.857242305,0.100646185065,198,1.0,2017-02-25 01:47:14,0.253388891422,169434
23,27.2673193866,0.116595250485,0.52922730019,0,1004,18.389256154,5.60349905378,61816408.0,197.759892789,0.119184355155,198,1.0,2017-02-25 01:47:15,0.253258962314,169607
24,27.2977679467,0.0919356340138,0.316796112324,0,1002,19.7451481934,4.74455359695,58342636.0,197.852625164,0.0940337224343,198,1.0,2017-02-25 01:47:15,0.182169398934,169568
24,27.2811232882,0.0777257599617,0.317384824754,0,1003,25.5407173266,5.18629064965,58320312.0,197.805452556,0.0794679012779,198,1.0,2017-02-25 01:47:16,0.182184091803,169755
23,27.2724924347,0.108050784245,0.528989323423,0,1005,19.2236053558,5.42849867029,61816408.0,197.804538082,0.110464147983,198,1.0,2017-02-25 01:47:16,0.253143711164,169804
23,27.2908260301,0.122169542919,0.528600470271,0,1006,18.4977105976,5.90838856207,61816408.0,197.902002175,0.12496325268,198,1.0,2017-02-25 01:47:17,0.253015469535,169995
24,27.3281171415,0.110093975609,0.31723445112,0,1004,18.4380702942,5.30871747388,58342636.0,197.969531682,0.112691867113,198,1.0,2017-02-25 01:47:17,0.182146696889,169942
23,27.2393699608,0.127294786356,0.528211100258,0,1007,18.5915894045,6.18484388923,61816408.0,197.87544935,0.130086153764,198,1.0,2017-02-25 01:47:18,0.252888690537,170165
24,27.3010884257,0.100020041469,0.316966260143,0,1005,19.4860420401,5.09540430906,58342636.0,197.983514127,0.102330987342,198,1.0,2017-02-25 01:47:18,0.182076596561,170117
24,27.3085120939,0.0850125047317,0.316775991802,0,1006,22.364792801,4.96923891523,58370536.0,197.865519655,0.0869667917137,198,1.0,2017-02-25 01:47:19,0.181988767133,170288
23,27.2512876611,0.112816190532,0.527907033541,0,1008,18.9359834558,5.58266838384,61816408.0,197.863878396,0.115304653596,198,1.0,2017-02-25 01:47:19,0.252767831648,170334
23,27.2207099837,0.115752611383,0.527800172192,0,1009,20.2852610794,6.13489437361,61816408.0,197.896345161,0.118250331283,198,1.0,2017-02-25 01:47:20,0.252685904616,170505
24,27.3487355448,0.0957111631804,0.316461620309,0,1007,20.7223866873,5.1869536598,58320312.0,197.972224039,0.0979984962265,198,1.0,2017-02-25 01:47:20,0.181898333071,170460
24,27.3795143951,0.0929867050525,0.31617957218,0,1008,21.5490614597,5.24084200977,58320312.0,197.865345903,0.0952410799452,198,1.0,2017-02-25 01:47:21,0.181805132009,170626
23,27.2905703316,0.119552475166,0.527469648906,0,1010,18.9175694221,5.91258768014,61816408.0,197.871073165,0.122274894406,198,1.0,2017-02-25 01:47:21,0.252564967456,170668
24,27.3178430199,0.101035768538,0.315867156066,0,1009,20.4140075467,5.39261096802,58320312.0,197.921662762,0.103386685165,198,1.0,2017-02-25 01:47:22,0.181718279736,170788
23,27.2768349295,0.112385157952,0.527446432854,0,1011,20.6131702507,6.0551889407,61816408.0,197.874542155,0.114914128964,198,1.0,2017-02-25 01:47:22,0.252496452125,170835
24,27.3162202091,0.0876500072332,0.315917372338,0,1010,23.9269128093,5.48202557629,58320312.0,197.909033124,0.0896812951741,198,1.0,2017-02-25 01:47:23,0.181665374578,170944
23,27.2887497613,0.102870041165,0.527859654064,0,1012,22.0945558741,5.94087259241,61816408.0,197.882010704,0.105203795084,198,1.0,2017-02-25 01:47:23,0.252506935312,170990
24,27.3863033828,0.102318777037,0.315664326788,0,1011,19.3378655726,5.17603612021,58342636.0,197.889270102,0.104816378288,198,1.0,2017-02-25 01:47:24,0.181599780598,171083
23,27.292000853,0.113606800818,0.527482780498,0,1013,18.4154555997,5.46918000706,61816408.0,197.883949487,0.116194294082,198,1.0,2017-02-25 01:47:24,0.25237874448,171126
24,27.374860431,0.106157769127,0.315377840242,0,1012,21.5755441455,5.99188799529,58320312.0,197.974316935,0.108743619125,198,1.0,2017-02-25 01:47:25,0.181507160933,171220
23,27.2927161018,0.11331489186,0.527312784481,0,1014,19.8256447523,5.87298253132,61816408.0,197.903449669,0.115899997686,198,1.0,2017-02-25 01:47:25,0.252280900119,171261
24,27.2928253478,0.0898988696142,0.315237510009,0,1013,22.8460552457,5.36764390038,58320312.0,197.895348069,0.0919416569412,198,1.0,2017-02-25 01:47:26,0.181427524158,171372
23,27.2405650261,0.130115673126,0.526827685187,0,1015,17.4435507727,5.93187624457,61816408.0,197.933060457,0.132978388102,198,1.0,2017-02-25 01:47:26,0.252148798592,171421
23,27.2889976442,0.105748620869,0.526699857003,0,1016,19.7735244176,5.4655814548,61816408.0,197.871954685,0.108144291388,198,1.0,2017-02-25 01:47:27,0.25204960677,171572
24,27.3086884167,0.106953033716,0.314940670585,0,1014,19.9400116488,5.57577829214,58320312.0,197.935284331,0.1094250473,198,1.0,2017-02-25 01:47:27,0.181348756104,171525
23,27.2431283588,0.118729588102,0.52635092057,0,1017,18.7454787263,5.8155795575,61816408.0,197.822846993,0.121318097737,198,1.0,2017-02-25 01:47:28,0.251926610879,171726
24,27.3395870957,0.111736918969,0.314630462504,0,1015,20.4935761587,5.98884964852,58320312.0,197.953912663,0.114384939453,198,1.0,2017-02-25 01:47:28,0.181261717953,171680
24,27.1585690024,0.120119020706,0.314323961715,0,1016,21.0034480871,6.58784061955,58300780.0,197.848308458,0.122564090275,198,1.0,2017-02-25 01:47:29,0.181170531054,171857
23,27.3185226977,0.119690347186,0.526000017338,0,1018,18.7506410615,5.86887942817,61816408.0,197.950863974,0.122484345431,198,1.0,2017-02-25 01:47:29,0.251803872418,171897
23,27.2793002501,0.124981147518,0.525504534131,0,1019,17.1600365702,5.60693166315,61816408.0,197.970060064,0.127817972134,198,1.0,2017-02-25 01:47:30,0.251673887499,172081
24,27.2902884458,0.117606975134,0.314173663932,0,1017,18.3433167742,5.63968240638,58320312.0,197.906053952,0.12028309467,198,1.0,2017-02-25 01:47:30,0.181137891037,172031
23,27.2707854106,0.115660366025,0.525107352819,0,1020,18.2552918875,5.51861490186,61816408.0,197.895321329,0.118248704434,198,1.0,2017-02-25 01:47:31,0.251545372054,172235
24,27.32733011,0.118355934654,0.314189791516,0,1018,17.4938127138,5.41431181737,58320312.0,197.881568014,0.121120919909,198,1.0,2017-02-25 01:47:31,0.181142656871,172188
24,27.3062662241,0.10088073719,0.313896280439,0,1019,21.3020963301,5.61804022923,58320312.0,197.96772165,0.103208105725,198,1.0,2017-02-25 01:47:32,0.18105082025,172343
23,27.2516835657,0.122764029154,0.524698783255,0,1021,18.2685835211,5.86081518956,61816408.0,197.835082642,0.125459878698,198,1.0,2017-02-25 01:47:32,0.251417172032,172386
24,27.2989516406,0.116939848484,0.313814266921,0,1020,17.9673149051,5.49322446748,58320312.0,197.936212525,0.119621844578,198,1.0,2017-02-25 01:47:33,0.181033586739,172506
23,27.3063611849,0.11978831473,0.524353570721,0,1022,18.7826918076,5.88285642741,61816408.0,197.928123252,0.122550880606,198,1.0,2017-02-25 01:47:33,0.251295705766,172553
24,27.3948555988,0.10424155932,0.313670480265,0,1021,18.5336427531,5.05431422132,58342636.0,197.903730085,0.106797579253,198,1.0,2017-02-25 01:47:34,0.180993782282,172687
23,27.2766243848,0.123356068897,0.523883964928,0,1023,17.5345407974,5.65426399033,61816408.0,197.935144439,0.126138527205,198,1.0,2017-02-25 01:47:34,0.251165050736,172733
24,27.3285334356,0.110883992816,0.313409980875,0,1022,19.3708584676,5.61646501746,58320312.0,197.903894125,0.113474855366,198,1.0,2017-02-25 01:47:35,0.18092815654,172859
23,27.2548716058,0.119962582836,0.523592565392,0,1024,19.2056150685,6.02090177565,61816408.0,197.856318902,0.122604135266,198,1.0,2017-02-25 01:47:35,0.25105212103,172906
23,27.289126954,0.114304730982,0.523343501037,0,1025,19.3423335715,5.7794844839,61816408.0,197.910718734,0.116898014714,198,1.0,2017-02-25 01:47:36,0.250942504324,173069
24,27.2669001086,0.135226378714,0.313836458436,1,1023,15.768611559,5.57391299989,58320312.0,197.901753202,0.138250078625,198,1.0,2017-02-25 01:47:36,0.181036196769,173128
24,27.394056961,0.114184522708,0.313865934028,0,1024,17.5184226129,5.233255564,58320312.0,197.851232329,0.116974021665,198,1.0,2017-02-25 01:47:37,0.181039238373,173186
23,27.3073242621,0.116220169287,0.523042671322,0,1026,19.0313268142,5.78296514129,61816408.0,197.933647054,0.11889866723,198,1.0,2017-02-25 01:47:37,0.250826189563,173232
23,27.267079047,0.159882340632,0.522631544129,1,1027,14.4311386386,6.03218841577,61816408.0,197.901771618,0.163471909385,198,1.0,2017-02-25 01:47:38,0.250768622863,173478
24,27.327869262,0.109600890519,0.313664900863,0,1025,18.8122493419,5.39140118298,58320312.0,197.935854822,0.112163605004,198,1.0,2017-02-25 01:47:38,0.180989702899,173347
24,27.383870641,0.10793921943,0.313368460113,0,1026,20.0224017657,5.65361571069,58320312.0,197.911229844,0.110563815168,198,1.0,2017-02-25 01:47:39,0.180910225606,173498
23,27.2635380147,0.116313805299,0.522311538546,0,1028,18.878356104,5.73892804401,61816408.0,197.934424346,0.118903273373,198,1.0,2017-02-25 01:47:39,0.250649812562,173545
24,27.3024559771,0.0955899054132,0.313067332518,0,1027,20.2458337037,5.05841488077,58320312.0,197.910532214,0.0977725550037,198,1.0,2017-02-25 01:47:40,0.180827337487,173659
23,27.2966189422,0.125377442443,0.521866856286,0,1029,17.8459369218,5.84946546669,61816408.0,197.869619191,0.128231340605,198,2.0,2017-02-25 01:47:40,0.250520552295,173713
24,27.3615359263,0.0991897069378,0.312773090475,0,1028,20.0388695078,5.19834846387,58320312.0,197.958972513,0.101566332562,198,2.0,2017-02-25 01:47:41,0.180747792856,173823
23,27.2286393664,0.112971396235,0.521664876968,0,1030,19.5954266992,5.78299360125,61816408.0,197.81308186,0.115390997261,198,1.0,2017-02-25 01:47:42,0.250418286454,173903
24,27.3277178958,0.103621912227,0.312518125593,0,1029,19.3968092279,5.25541918627,58320312.0,197.966566505,0.106044950811,198,1.0,2017-02-25 01:47:43,0.180681776751,173983
23,27.2930661782,0.118685200903,0.521366172638,0,1031,19.0984706216,5.92530499528,61816408.0,197.869875486,0.121374730087,198,1.0,2017-02-25 01:47:43,0.250304153742,174026
24,27.2673485849,0.137522118104,0.312718974874,1,1030,16.3431072968,5.87498858628,58320312.0,197.901814965,0.140592663199,198,1.0,2017-02-25 01:47:44,0.180750309099,174233
23,27.3558054294,0.116748625461,0.521233521238,0,1032,20.1818576209,6.16239604873,61816408.0,197.870229165,0.119521813108,198,1.0,2017-02-25 01:47:44,0.250220664886,174191
24,27.2514534661,0.124782597472,0.312642037742,0,1031,17.7717661475,5.7953316187,58320312.0,197.896135904,0.127525451628,198,1.0,2017-02-25 01:47:45,0.180741177446,174305
23,27.2991582343,0.113495477848,0.520978210003,0,1033,19.2650352547,5.71597611672,61816408.0,197.928968885,0.116087174287,198,1.0,2017-02-25 01:47:45,0.250110379154,174355
24,27.3199917352,0.0983185399234,0.312462638101,0,1032,18.8384816584,4.84224503589,58342636.0,197.970199595,0.100601081116,198,1.0,2017-02-25 01:47:46,0.180690946305,174472
23,27.326824828,0.125553412059,0.520519014544,0,1034,17.6137522273,5.78287732731,61816408.0,197.879326915,0.128475846255,198,1.0,2017-02-25 01:47:46,0.249981740714,174519
23,27.2786835067,0.110256944728,0.520300328641,0,1035,19.400436876,5.59059602675,61816408.0,197.912504227,0.112729039023,198,1.0,2017-02-25 01:47:47,0.249874984507,174691
24,27.3450220924,0.112567861833,0.31237683898,0,1033,18.0509539924,5.31358266447,58342636.0,197.868162386,0.11521588009,198,1.0,2017-02-25 01:47:47,0.180669597315,174638
24,27.2675681995,0.124034137199,0.312428146627,1,1034,17.1922894309,5.5734222077,58320312.0,197.901844833,0.126793935667,198,1.0,2017-02-25 01:47:48,0.1806884407,174889
23,27.3135117832,0.107229142828,0.520170452083,0,1036,19.8219972331,5.55663989751,61816408.0,197.909932554,0.109696830136,198,1.0,2017-02-25 01:47:48,0.24977996339,174841
24,27.3238552114,0.116801209858,0.312231187287,0,1035,18.6765166526,5.70411126484,58320312.0,197.942675789,0.119520001292,198,1.0,2017-02-25 01:47:49,0.180643441338,174948
23,27.2414139504,0.122897554309,0.519719422756,0,1037,17.678363422,5.67704705407,61816408.0,197.887142406,0.125571027597,198,1.0,2017-02-25 01:47:49,0.249651888829,174995
23,27.2744233025,0.117746901117,0.51925729007,0,1038,17.4545808638,5.37133236563,61816408.0,197.858009362,0.120367926235,198,1.0,2017-02-25 01:47:50,0.249524259789,175153
24,27.3820785793,0.0949222750581,0.312062978145,0,1036,18.8185671113,4.67181304818,58342636.0,197.897931978,0.0972147016483,198,1.0,2017-02-25 01:47:50,0.180593806694,175105
23,27.2964513827,0.108625645443,0.518993094875,0,1039,19.0535639632,5.40974838017,61816408.0,197.867103999,0.111083196204,198,1.0,2017-02-25 01:47:51,0.249410423765,175320
24,27.4190388441,0.110640511482,0.312209005364,0,1037,17.1673538605,4.97002066328,58342636.0,197.894452365,0.11338872525,198,1.0,2017-02-25 01:47:51,0.180613644799,175268
24,27.2668075883,0.11344047379,0.311987999998,0,1038,18.9294744471,5.61198650813,58320312.0,197.932675881,0.115961312906,198,1.0,2017-02-25 01:47:52,0.180560532962,175435
23,27.2743439733,0.124776226888,0.518665098508,0,1040,18.9930270493,6.19420634675,61816408.0,197.887966402,0.127561329247,198,1.0,2017-02-25 01:47:52,0.249295570801,175490
24,27.3552049661,0.109826829588,0.311922229545,0,1039,17.9924430417,5.16743619598,58320312.0,197.848364351,0.112420768687,198,1.0,2017-02-25 01:47:53,0.180541286253,175624
23,27.2723889351,0.101179928132,0.518595539249,0,1041,19.895192419,5.25994531731,61816408.0,197.86399072,0.103421764487,198,1.0,2017-02-25 01:47:53,0.249203469336,175669
23,27.3346514943,0.111519722938,0.518318715047,0,1042,19.0512713626,5.55571269276,61816408.0,197.966572919,0.114135251717,198,1.0,2017-02-25 01:47:54,0.249089994258,175856
24,27.2679508298,0.129150580602,0.312237095752,1,1040,16.1739461467,5.45966972635,58342636.0,197.901745328,0.132022122437,198,1.0,2017-02-25 01:47:54,0.180618731452,175915
23,27.2437673347,0.0991965836011,0.518765054128,0,1043,22.0557963883,5.71506326241,61816408.0,197.828429242,0.101336619084,198,1.0,2017-02-25 01:47:55,0.249098007793,176042
24,27.2119054679,0.10231108191,0.311957271337,0,1041,19.765534809,5.28166796479,58342636.0,197.910635592,0.104475974714,198,1.0,2017-02-25 01:47:55,0.18054468645,175994
24,27.3438572602,0.0928454145432,0.31170817632,0,1042,21.7464119087,5.27848015155,58320312.0,197.887627738,0.0950190381296,198,1.0,2017-02-25 01:47:56,0.180456109739,176176
23,27.2596046561,0.10640633914,0.519070061916,0,1044,21.9847524703,6.11214703756,61816408.0,197.851214881,0.108737270656,198,1.0,2017-02-25 01:47:56,0.24910127251,176223
24,27.3198214819,0.0924091659664,0.311422027749,0,1043,21.1305504873,5.10407408727,58320312.0,197.935453779,0.0945400805082,198,1.0,2017-02-25 01:47:57,0.180366983244,176351
23,27.3578854408,0.0929181080909,0.519881040052,0,1045,22.900707439,5.5636967212,61816408.0,197.894726115,0.0951168872385,198,1.0,2017-02-25 01:47:57,0.249164833381,176402
24,27.2027665278,0.108383652971,0.311149049037,0,1044,19.6285487578,5.55582800763,58320312.0,197.844805012,0.110647520316,198,1.0,2017-02-25 01:47:58,0.180296092706,176515
23,27.1992253874,0.10593605363,0.52006118222,0,1046,21.3817636874,5.91524209117,61816408.0,197.87112274,0.108145990639,198,1.0,2017-02-25 01:47:58,0.249133601882,176559
23,27.2828095573,0.0995762358519,0.520802568142,0,1047,23.3146145523,6.06696494244,61816408.0,197.927698238,0.101806755874,198,1.0,2017-02-25 01:47:59,0.249227004809,176729
24,27.3114224129,0.103451593133,0.310865230382,0,1045,21.2358731656,5.74224836663,58300780.0,197.849855112,0.105808837485,198,1.0,2017-02-25 01:47:59,0.18020700112,176686
24,27.3597071009,0.0930719178237,0.310571815301,0,1046,20.8679166727,5.07820165518,58320312.0,197.887578378,0.0952742885031,198,1.0,2017-02-25 01:48:00,0.180119393068,176862
23,27.2523363367,0.108072168242,0.520717267838,0,1048,20.151501222,5.69030826668,61816408.0,197.927682644,0.110437148431,198,1.0,2017-02-25 01:48:00,0.249142660676,176908
24,27.3680130382,0.103885564374,0.310275713525,0,1047,20.3758266092,5.53546227485,58320312.0,197.855810445,0.106356077863,198,1.0,2017-02-25 01:48:01,0.180036342386,177030
23,27.2852893526,0.10676488853,0.520840023286,0,1049,21.1795907766,5.90959547246,61816408.0,197.894382145,0.109156043331,198,1.0,2017-02-25 01:48:01,0.249100592931,177076
24,27.3579174046,0.100867152271,0.310118460778,0,1048,18.6575746268,4.92085898441,58370536.0,197.869498004,0.10324856721,198,1.0,2017-02-25 01:48:02,0.179992401506,177210
23,27.2257152691,0.102153960434,0.521075687088,0,1050,21.4337670182,5.7188789319,61816408.0,197.872337202,0.104328717152,198,1.0,2017-02-25 01:48:02,0.249071014527,177255
24,27.3681522998,0.0856128899178,0.310319993813,0,1049,24.4952911849,5.48278728426,58320312.0,197.870315907,0.0876457603202,198,1.0,2017-02-25 01:48:03,0.179965245718,177381
23,27.3404705778,0.0915569699985,0.52316390235,0,1051,27.1215909388,6.49148166699,61816408.0,197.910482253,0.0936936516888,198,1.0,2017-02-25 01:48:03,0.24955524981,177423
24,27.2709736757,0.0905630938977,0.310287736484,0,1050,23.4593947811,5.54990350553,58300780.0,197.794779528,0.0925474211366,198,1.0,2017-02-25 01:48:04,0.17990427299,177556
23,27.2333416429,0.0937938398982,0.524362502112,0,1052,24.4243875366,5.98332017555,61816408.0,197.889875618,0.0958023765251,198,1.0,2017-02-25 01:48:04,0.24973777642,177603
24,27.2929692494,0.0865393860961,0.310426541582,0,1051,24.248006745,5.48259909346,58320312.0,197.851383389,0.0884757933611,198,1.0,2017-02-25 01:48:05,0.179867744039,177744
23,27.2457308621,0.0937675585955,0.525677524407,0,1053,24.8486184793,6.08641806486,61816408.0,197.929347455,0.0958014995406,198,1.0,2017-02-25 01:48:05,0.249958703138,177792
23,27.2766895754,0.0899485312505,0.526907093078,0,1054,24.086075323,5.66037305296,61816408.0,197.907838443,0.0919439331632,198,1.0,2017-02-25 01:48:06,0.250107791592,177968
24,27.3238928342,0.0914365843108,0.310132922916,0,1052,20.3397720977,4.86121628934,58342636.0,197.929860969,0.0935447419269,198,1.0,2017-02-25 01:48:06,0.179785737695,177922
23,27.3334840239,0.0930943538027,0.528148758181,0,1055,24.5505851723,5.97456040056,61816408.0,197.926837405,0.0952557383639,198,1.0,2017-02-25 01:48:07,0.250296998299,178128
24,27.3385508487,0.0948870002679,0.309993714057,0,1053,22.8415586689,5.66605752649,58320312.0,197.923885105,0.09709846688,198,1.0,2017-02-25 01:48:07,0.179711208377,178083
24,27.3812540558,0.0959737149822,0.309715761757,0,1054,21.2529156826,5.33406853211,58333332.0,197.879224722,0.0982752648858,198,1.0,2017-02-25 01:48:08,0.179623168613,178250
23,27.2644898848,0.0861198814052,0.529883063336,0,1056,25.1523000285,5.6585616428,61816408.0,197.938755166,0.0880143573764,198,1.0,2017-02-25 01:48:08,0.250542379124,178291
23,27.2884237723,0.097499301964,0.530785929668,0,1057,23.8808076966,6.08442661487,61816408.0,197.912336117,0.099682975266,198,1.0,2017-02-25 01:48:09,0.25066962794,178448
24,27.2818039192,0.0954063962642,0.309556572371,0,1055,22.6830525945,5.65404137409,58320312.0,197.802185084,0.0975140901769,198,1.0,2017-02-25 01:48:09,0.179546093879,178405
24,27.2618606546,0.0936605180794,0.30937611316,0,1056,22.4519082931,5.49320316542,58320312.0,197.847076485,0.0957026007993,198,1.0,2017-02-25 01:48:10,0.179465658493,178561
23,27.3288124098,0.0944333913826,0.531636346911,0,1058,23.3761225048,5.77030341136,61816408.0,197.916940191,0.0966148696378,198,1.0,2017-02-25 01:48:10,0.250755807161,178604
23,27.2653376725,0.0970080476824,0.532761528352,0,1059,24.6968533005,6.25932202119,61816408.0,197.913581268,0.0991399793859,198,1.0,2017-02-25 01:48:11,0.250952261037,178743
24,27.2842611101,0.0937231545968,0.309141931873,0,1057,21.8936690023,5.36155342222,58320312.0,197.906100613,0.095812120728,198,1.0,2017-02-25 01:48:11,0.179379713054,178704
23,27.2381144978,0.0924931370912,0.534336607035,0,1060,25.7002785584,6.20875859535,61816408.0,197.930534735,0.0944823595329,198,1.0,2017-02-25 01:48:12,0.251246685353,178895
24,27.3280840995,0.0901300227661,0.309478663636,0,1058,25.4505134667,5.99504351292,58300780.0,197.831649943,0.0921959380067,198,1.0,2017-02-25 01:48:12,0.179395216009,178846
23,27.2941761676,0.100066504246,0.534960155956,0,1061,23.1000112927,6.04056884739,61816408.0,197.873073132,0.102309232896,198,1.0,2017-02-25 01:48:13,0.251309018987,179031
24,27.3291148357,0.103753447975,0.309245731132,0,1059,22.0677781443,5.98536820636,58300780.0,197.885045541,0.106145938269,198,1.0,2017-02-25 01:48:13,0.179310759809,178987
24,27.2466558937,0.106041213819,0.308962705591,0,1060,20.0242489149,5.54701588102,58320312.0,197.871407942,0.108330060117,198,1.0,2017-02-25 01:48:14,0.179234362025,179127
23,27.2619392115,0.0940597701813,0.535343632991,0,1062,21.6685790369,5.32445566681,61816408.0,197.910331891,0.0961180324538,198,1.0,2017-02-25 01:48:14,0.251283008725,179170
23,27.3414169362,0.105460355791,0.535767176079,0,1063,22.7260792653,6.26639635668,61816408.0,197.936878938,0.107923281136,198,1.0,2017-02-25 01:48:15,0.251318665525,179325
24,27.3807681772,0.103860911264,0.308671271693,0,1061,20.5286773497,5.57606686065,58320312.0,197.88319498,0.106348768212,198,1.0,2017-02-25 01:48:15,0.179151341983,179273
24,27.2691054409,0.14886877788,0.309485350627,1,1062,14.4662647182,5.62904443561,58320312.0,197.901258205,0.152170435995,198,1.0,2017-02-25 01:48:16,0.179355837999,179514
23,27.3292818224,0.100582217272,0.536049256401,0,1064,21.735229518,5.71486391857,61816408.0,197.910052763,0.102902958495,198,1.0,2017-02-25 01:48:16,0.251295459393,179460
24,27.3993521298,0.102582787846,0.309237665753,0,1063,19.4329351246,5.21400576208,58342636.0,197.854054663,0.10506688688,198,1.0,2017-02-25 01:48:17,0.17929132395,179588
23,27.349867674,0.105949433211,0.536172529595,0,1065,21.3459543249,5.91354156788,61816408.0,197.937048402,0.108438281432,198,1.0,2017-02-25 01:48:17,0.251252721186,179638
23,27.3098245122,0.0941528406888,0.536930073594,0,1066,23.1108276451,5.68674265148,61816408.0,197.920710746,0.0962915717392,198,1.0,2017-02-25 01:48:18,0.251313062217,179792
24,27.300700678,0.0999553582713,0.309159784123,0,1064,18.2813002661,4.7754603879,58342636.0,197.897695515,0.102207650278,198,1.0,2017-02-25 01:48:18,0.179262105986,179746
23,27.3406685959,0.0999079829948,0.537407220909,0,1067,22.5486973063,5.88969170263,61816408.0,197.947681831,0.102237183782,198,1.0,2017-02-25 01:48:19,0.251335417577,179955
24,27.3727337439,0.0948387513151,0.308902752561,0,1065,19.6314430955,4.86842952562,58342636.0,197.927151107,0.0970987926774,198,1.0,2017-02-25 01:48:19,0.179193258614,179903
23,27.3008942497,0.0941647375232,0.538252575195,0,1068,23.4569723819,5.77202881335,61816408.0,197.900881623,0.0962845097654,198,1.0,2017-02-25 01:48:20,0.251419334989,180108
24,27.2629637416,0.112060871137,0.308820404951,0,1066,18.0613982664,5.28805082796,58320312.0,197.844250193,0.114504391913,198,1.0,2017-02-25 01:48:20,0.179172597352,180060
24,27.3427368836,0.0991991637133,0.308745383504,0,1067,18.2772426764,4.73988915438,58342636.0,197.903797022,0.101506625098,198,1.0,2017-02-25 01:48:21,0.179143490677,180207
23,27.2799767897,0.0957645642464,0.539166455068,0,1069,23.8957997605,5.97912811461,61816408.0,197.92786981,0.097889097797,198,1.0,2017-02-25 01:48:21,0.25153613468,180255
23,27.3038757281,0.103504575922,0.539690666447,0,1070,23.0951414277,6.2478597718,61816408.0,197.954716727,0.105850679674,198,1.0,2017-02-25 01:48:22,0.251592306761,180397
24,27.273546995,0.0953967920867,0.308510525138,0,1068,19.3771345167,4.82936987388,58342636.0,197.893602368,0.0974961836647,198,1.0,2017-02-25 01:48:22,0.179080499826,180350
24,27.2982073077,0.0891702874764,0.30831654261,0,1069,22.1875583673,5.16942730165,58320312.0,197.883276946,0.0911678427065,198,1.0,2017-02-25 01:48:23,0.178998316841,180496
23,27.2641724326,0.106667192672,0.539995246033,0,1071,22.3409570125,6.2260878278,61816408.0,197.881458565,0.108997756262,198,1.0,2017-02-25 01:48:23,0.251599567247,180547
23,27.2933354648,0.103661566569,0.540532078543,0,1072,23.1851383181,6.28089158112,61816408.0,197.923314273,0.105985165155,198,1.0,2017-02-25 01:48:24,0.25166070255,180696
24,27.4349014983,0.0926384298041,0.308086634747,0,1070,21.8695279359,5.29980590158,58320312.0,197.873271716,0.0949356714052,198,1.0,2017-02-25 01:48:24,0.178913586454,180650
24,27.3448316653,0.0901807997881,0.308098949586,0,1071,23.7156752847,5.59039663959,58320312.0,197.896478064,0.0922760290622,198,1.0,2017-02-25 01:48:25,0.178861597691,180804
23,27.3290579241,0.102323164471,0.541281419946,0,1073,23.9999721879,6.41950460411,61816408.0,197.923790529,0.104680119351,198,1.0,2017-02-25 01:48:25,0.251782163049,180849
23,27.3461121364,0.0987035085039,0.542231955724,0,1074,24.4457943226,6.30815740958,61816408.0,197.938348341,0.101007383786,198,1.0,2017-02-25 01:48:26,0.251939428503,181002
24,27.3705958193,0.0871819536846,0.308058797126,0,1072,23.2833659558,5.30696716573,58320312.0,197.914011099,0.0892484521676,198,1.0,2017-02-25 01:48:26,0.178798269074,180959
23,27.3052109043,0.100571422751,0.542876325394,0,1075,23.4035122352,6.15134788388,61816408.0,197.920575624,0.102843278585,198,1.0,2017-02-25 01:48:27,0.252013262043,181163
24,27.3689173717,0.0948297075973,0.308234484952,0,1073,24.9059908491,6.17538251883,58320312.0,197.917006088,0.0970762573608,198,1.0,2017-02-25 01:48:27,0.178789232995,181119
24,27.3441974469,0.0910513061117,0.308403881124,0,1074,24.6695459433,5.87124260617,58346356.0,197.880835433,0.093161690466,198,1.0,2017-02-25 01:48:28,0.178770138329,181271
23,27.3594482754,0.105267661996,0.543174583632,0,1076,22.2710427553,6.13039908731,61816408.0,197.958169487,0.107753642383,198,1.0,2017-02-25 01:48:28,0.252013407891,181319
23,27.2810067091,0.0992059708799,0.54409814481,0,1077,24.4302933535,6.33266820285,61816408.0,197.932731634,0.101404889102,198,1.0,2017-02-25 01:48:29,0.25216610106,181468
